Vehicle_ID,Vehicle_Type,Brand,Model,Seating_Capacity,Color,Fuel_Type,Mileage_kmpl,NOx_Emissions,CO2_Emissions,Final_Verdict,Price
V4091,Bike,Bajaj,Avenger,2,White,Petrol,28.9,1.18,122.8,Budget Vehicle,106.71
V4092,Auto,Mahindra,Jeeto,3,Red,Diesel,20.3,1.22,163.5,Commercial Use,96.07
V4093,Bike,TVS,NTorq,2,Black,Electric,47.0,0.0,0.0,Eco-Friendly,0.9714
V4094,Auto,Mahindra,Supro,3,Grey,Diesel,29.3,1.4,204.1,Commercial Use,98.83
V4095,Van,Tata,Altroz,9,White,Diesel,48.3,1.7,216.4,Fuel Efficient,90.4
V4096,Auto,Mahindra,Bolero,3,Silver,CNG,24.8,1.92,180.4,High Performance,66.05
V4097,Auto,TVS,Apache,3,Yellow,Diesel,16.8,0.84,219.2,Commercial Use,92.06
V4098,Auto,Mahindra,Supro,3,Green,Diesel,26.3,1.84,114.4,High Performance,93.85
V4099,Car,Tata,Harrier,7,Silver,CNG,22.6,0.82,196.6,Budget Vehicle,63.29
V4100,Van,Toyota,Corolla,7,Blue,Diesel,22.8,0.38,141.1,Commercial Use,92.75
V4101,Auto,Mahindra,Jeeto,3,Yellow,CNG,19.7,0.25,236.6,Commercial Use,71.94
V4102,Car,Hyundai,Verna,5,Grey,Petrol,21.3,1.87,231.5,High Performance,100.71
V4103,Car,Hyundai,Creta,7,Blue,Electric,46.6,0.0,0.0,Eco-Friendly,37.76276
V4104,Auto,Mahindra,Jeeto,3,Black,Diesel,15.4,1.07,183.8,Commercial Use,99.02
V4105,Auto,Mahindra,Jeeto,3,White,Diesel,15.5,0.41,174.3,Commercial Use,85.17
V4106,Auto,Mahindra,Bolero,3,Grey,Petrol,21.1,1.0,225.8,Commercial Use,107.21
V4107,Van,Mahindra,Jeeto,12,Blue,Diesel,20.8,0.75,232.9,Commercial Use,98.46
V4108,Car,Honda,Amaze,4,Red,Diesel,27.9,1.6,136.2,High Performance,86.17
V4109,Car,Maruti Suzuki,Baleno,5,Black,Electric,44.0,0.0,0.0,Eco-Friendly,19.90284
V4110,Auto,Piaggio,Ape,3,Black,CNG,24.0,0.39,92.3,Commercial Use,60.77
V4111,Auto,Piaggio,Porter,3,Green,Electric,24.5,0.0,0.0,Eco-Friendly,9.94053
V4112,Auto,TVS,Jupiter,3,Red,Diesel,19.9,0.15,213.9,Commercial Use,91.91
V4113,Car,Honda,Jazz,5,Blue,Diesel,22.4,0.55,239.5,Luxury Vehicle,89.7
V4114,Bike,Royal Enfield,Classic 350,2,Grey,Petrol,43.4,1.57,75.5,Fuel Efficient,108.75
V4115,Van,Toyota,Corolla,9,Blue,Diesel,37.8,0.38,191.2,Fuel Efficient,98.15
V4116,Van,Mahindra,Jeeto,12,Silver,Petrol,30.3,0.25,112.7,Commercial Use,103.4
V4117,Bike,Suzuki,Gixxer,2,Red,Diesel,30.9,1.65,144.0,High Performance,88.96
V4118,Car,Honda,Jazz,4,Green,CNG,24.4,1.15,149.7,Luxury Vehicle,77.06999
V4119,Bike,Suzuki,Access,2,White,Diesel,36.1,0.17,88.6,Fuel Efficient,91.0
V4120,Auto,Bajaj,Chetak,3,Black,CNG,25.3,1.45,180.0,Commercial Use,68.93
V4121,Bike,Royal Enfield,Meteor,2,Red,Petrol,20.2,0.28,101.5,Budget Vehicle,107.98
V4122,Van,Force,Toofan,12,Green,Petrol,21.4,0.39,105.7,Commercial Use,102.32
V4123,Auto,Bajaj,Chetak,3,White,Diesel,22.8,0.19,202.4,Commercial Use,92.02
V4124,Auto,Mahindra,Jeeto,3,White,CNG,19.9,0.78,174.0,Commercial Use,76.95999
V4125,Van,Mahindra,Bolero,9,Blue,Diesel,39.9,1.29,90.1,Fuel Efficient,94.99
V4126,Auto,Mahindra,Jeeto,3,Blue,Electric,18.7,0.0,0.0,Eco-Friendly,9.85625
V4127,Van,Toyota,Corolla,9,Green,CNG,20.4,0.87,68.3,Commercial Use,73.34
V4128,Bike,Suzuki,Burgman,2,Silver,CNG,45.1,1.14,236.1,Fuel Efficient,60.03
V4129,Auto,TVS,NTorq,3,White,Petrol,23.9,0.28,191.4,Commercial Use,105.33
V4130,Car,Ford,Aspire,5,Silver,CNG,38.0,0.89,119.4,Fuel Efficient,79.59
V4131,Van,Tata,Harrier,7,Yellow,Electric,17.7,0.0,0.0,Eco-Friendly,8.48447
V4132,Van,Mahindra,Jeeto,7,Red,CNG,48.8,1.1,54.0,Fuel Efficient,70.68
V4133,Car,Ford,Ecosport,7,Blue,Petrol,21.3,1.83,179.2,High Performance,102.91
V4134,Auto,Mahindra,Supro,3,Silver,Diesel,27.0,0.62,243.0,Commercial Use,95.67
V4135,Bike,Royal Enfield,Himalayan,2,Yellow,Diesel,17.3,0.54,163.0,Budget Vehicle,98.77
V4136,Car,Toyota,Innova,5,White,CNG,10.8,0.21,112.7,Luxury Vehicle,62.32
V4137,Car,Ford,Ecosport,5,Black,CNG,43.2,1.17,134.7,Fuel Efficient,70.72
V4138,Van,Toyota,Innova,12,Black,Petrol,23.5,1.77,238.6,High Performance,102.99
V4139,Bike,Yamaha,R15,2,Silver,Electric,41.6,0.0,0.0,Eco-Friendly,2.6091
V4140,Auto,Mahindra,Bolero,3,Yellow,Petrol,15.0,0.22,229.4,Commercial Use,99.68
V4141,Car,Ford,Figo,4,Yellow,Petrol,36.2,0.19,212.7,Fuel Efficient,106.53
V4142,Car,Toyota,Innova,4,White,CNG,30.0,1.69,170.7,High Performance,79.23999
V4143,Van,Force,Toofan,7,Black,Petrol,10.9,0.33,127.5,Commercial Use,103.39
V4144,Car,Tata,Altroz,5,Red,CNG,36.1,0.99,248.7,Fuel Efficient,79.77
V4145,Bike,TVS,NTorq,2,Silver,Electric,32.8,0.0,0.0,Eco-Friendly,2.81456
V4146,Auto,Mahindra,Bolero,3,Green,Electric,26.3,0.0,0.0,Eco-Friendly,11.38234
V4147,Auto,TVS,Apache,3,Silver,Petrol,28.8,1.92,111.9,High Performance,90.05
V4148,Auto,Mahindra,Supro,3,Blue,Electric,21.2,0.0,0.0,Eco-Friendly,10.79404
V4149,Auto,Bajaj,Pulsar,3,Grey,CNG,21.7,1.17,232.0,Commercial Use,72.05
V4150,Auto,Bajaj,Pulsar,3,Black,Diesel,21.1,1.34,128.5,Commercial Use,96.62
V4151,Bike,Royal Enfield,Meteor,2,Black,Electric,40.1,0.0,0.0,Eco-Friendly,1.86378
V4152,Van,Toyota,Fortuner,9,Grey,Electric,46.4,0.0,0.0,Eco-Friendly,10.65956
V4153,Auto,Mahindra,Jeeto,3,Grey,CNG,15.3,1.01,83.1,Commercial Use,71.22
V4154,Bike,TVS,Jupiter,2,White,Diesel,22.0,0.38,102.4,Budget Vehicle,95.07
V4155,Bike,Yamaha,FZ,2,Grey,Electric,28.9,0.0,0.0,Eco-Friendly,0.87517
V4156,Bike,Suzuki,Access,2,Blue,Diesel,20.7,0.57,162.9,Budget Vehicle,94.79
V4157,Car,Hyundai,Creta,7,Green,Diesel,36.2,0.8,130.6,Fuel Efficient,98.04
V4158,Bike,Honda,City,2,Green,CNG,10.2,0.49,93.5,Luxury Vehicle,78.23
V4159,Car,Toyota,Fortuner,7,Grey,Petrol,31.7,0.36,141.5,Luxury Vehicle,102.63
V4160,Bike,Royal Enfield,Meteor,2,White,CNG,30.2,1.6,112.6,High Performance,60.72
V4161,Car,Maruti Suzuki,Baleno,7,Yellow,CNG,13.6,1.35,223.4,Budget Vehicle,67.84999
V4162,Auto,Mahindra,Jeeto,3,White,CNG,23.0,0.45,174.0,Commercial Use,74.79
V4163,Bike,Royal Enfield,Meteor,2,White,Diesel,36.6,0.87,218.2,Fuel Efficient,98.25
V4164,Auto,Mahindra,Supro,3,Black,Electric,27.7,0.0,0.0,Eco-Friendly,11.78292
V4165,Car,Honda,Amaze,4,Black,CNG,24.9,0.6,172.3,Luxury Vehicle,78.08
V4166,Van,Force,Traveller,12,Blue,CNG,24.6,1.63,166.0,High Performance,75.69
V4167,Bike,TVS,Jupiter,2,Red,Petrol,16.4,0.77,159.8,Budget Vehicle,90.14
V4168,Auto,Piaggio,Ape,3,White,Electric,27.0,0.0,0.0,Eco-Friendly,9.16421
V4169,Van,Tata,Altroz,12,Black,CNG,15.4,1.09,106.4,Commercial Use,77.33
V4170,Bike,Yamaha,FZ,2,Silver,CNG,41.4,0.87,91.0,Fuel Efficient,70.51
V4171,Bike,Bajaj,Chetak,2,Black,Electric,32.2,0.0,0.0,Eco-Friendly,0.81166
V4172,Auto,Piaggio,Ape,3,Silver,Electric,18.2,0.0,0.0,Eco-Friendly,8.72303
V4173,Auto,TVS,Jupiter,3,Green,Electric,27.0,0.0,0.0,Eco-Friendly,9.58211
V4174,Van,Mahindra,Supro,12,Blue,Diesel,21.1,0.11,116.8,Commercial Use,93.22
V4175,Van,Tata,Nexon,12,Silver,Electric,46.3,0.0,0.0,Eco-Friendly,9.8721
V4176,Van,Mahindra,Jeeto,9,Grey,Petrol,23.9,1.46,192.2,Commercial Use,107.7
V4177,Car,Tata,Altroz,5,White,Electric,44.8,0.0,0.0,Eco-Friendly,36.09636
V4178,Auto,Bajaj,Pulsar,3,Blue,Petrol,27.3,0.85,144.6,Commercial Use,107.7
V4179,Car,Toyota,Fortuner,4,Blue,Petrol,27.2,0.61,71.1,Luxury Vehicle,97.9
V4180,Car,Toyota,Innova,4,Red,CNG,48.2,1.48,175.3,Fuel Efficient,75.02
V4181,Auto,Mahindra,Bolero,3,Black,Petrol,18.9,1.52,120.9,High Performance,96.17
V4182,Bike,Suzuki,Burgman,2,White,CNG,15.9,0.58,156.6,Budget Vehicle,73.33
V4183,Van,Tata,Harrier,7,Green,CNG,21.0,0.2,181.2,Commercial Use,63.08
V4184,Van,Tata,Nexon,12,Green,Petrol,21.9,1.11,223.2,Commercial Use,90.75
V4185,Auto,Piaggio,Ape,3,Yellow,Electric,16.0,0.0,0.0,Eco-Friendly,11.38269
V4186,Bike,TVS,Jupiter,2,Grey,Petrol,37.1,0.59,53.4,Fuel Efficient,91.25
V4187,Auto,TVS,Jupiter,3,Black,Petrol,18.2,0.73,201.9,Commercial Use,93.13
V4188,Car,Honda,City,7,Grey,Diesel,41.7,1.83,197.6,Fuel Efficient,89.41
V4189,Van,Toyota,Corolla,9,Red,Electric,39.7,0.0,0.0,Eco-Friendly,9.4499
V4190,Van,Mahindra,Bolero,7,Grey,CNG,18.4,1.33,155.1,Commercial Use,72.70999
V4191,Car,Ford,Ecosport,7,Grey,Petrol,33.9,1.57,120.1,High Performance,103.41
V4192,Van,Mahindra,Bolero,7,Red,CNG,33.8,0.98,54.7,Commercial Use,77.97
V4193,Bike,Suzuki,Burgman,2,Green,Petrol,12.9,0.9,164.7,Budget Vehicle,96.48
V4194,Van,Toyota,Innova,7,Grey,Petrol,36.1,0.12,88.5,Fuel Efficient,106.29
V4195,Auto,TVS,NTorq,3,White,Diesel,22.4,1.52,247.9,High Performance,97.83
V4196,Bike,Royal Enfield,Himalayan,2,Grey,Petrol,18.4,0.49,131.5,Budget Vehicle,91.5
V4197,Auto,Piaggio,Porter,3,Green,CNG,24.7,1.19,132.3,Commercial Use,76.5
V4198,Bike,Suzuki,Access,2,Green,Electric,16.7,0.0,0.0,Eco-Friendly,1.50342
V4199,Car,Maruti Suzuki,Swift,7,White,Diesel,27.9,0.3,200.1,Budget Vehicle,93.86
V4200,Van,Toyota,Corolla,9,Blue,Petrol,26.8,0.35,202.7,Commercial Use,104.51
V4201,Bike,Honda,Amaze,2,Black,Petrol,49.7,2.0,189.1,Fuel Efficient,104.65
V4202,Car,Tata,Nexon,7,Silver,CNG,35.1,0.34,210.0,Fuel Efficient,64.2
V4203,Car,Tata,Nexon,7,Black,Diesel,14.3,1.33,246.0,Budget Vehicle,85.74
V4204,Bike,TVS,Apache,2,Blue,Petrol,37.3,0.33,224.2,Fuel Efficient,107.17
V4205,Auto,Bajaj,Pulsar,3,Green,Petrol,19.2,0.39,91.9,Commercial Use,93.26
V4206,Auto,Piaggio,Ape,3,Silver,CNG,24.8,0.88,90.7,Commercial Use,64.93
V4207,Car,Ford,Ecosport,5,Yellow,CNG,23.9,0.51,112.4,Luxury Vehicle,77.78
V4208,Van,Mahindra,Supro,12,Red,Petrol,27.0,0.45,238.8,Commercial Use,92.2
V4209,Auto,Bajaj,Chetak,3,White,Diesel,26.4,0.36,191.6,Commercial Use,95.64
V4210,Auto,Bajaj,Chetak,3,Yellow,Petrol,18.4,1.41,51.0,Commercial Use,91.86
V4211,Bike,Royal Enfield,Classic 350,2,White,Diesel,19.8,1.27,170.7,Budget Vehicle,92.18
V4212,Van,Toyota,Fortuner,9,Grey,Petrol,27.5,1.04,127.3,Commercial Use,107.9
V4213,Bike,Bajaj,Pulsar,2,Black,Diesel,33.0,1.28,200.8,Budget Vehicle,88.49
V4214,Bike,Royal Enfield,Meteor,2,White,Electric,47.0,0.0,0.0,Eco-Friendly,0.9485
V4215,Auto,Mahindra,Bolero,3,Blue,Diesel,24.5,1.9,130.0,High Performance,99.53
V4216,Auto,Bajaj,Pulsar,3,Silver,Petrol,20.3,1.88,140.0,High Performance,103.06
V4217,Bike,Honda,Amaze,2,White,CNG,44.7,0.11,130.3,Fuel Efficient,65.81999
V4218,Auto,Bajaj,Avenger,3,Green,CNG,24.5,0.91,192.2,Commercial Use,70.9
V4219,Van,Mahindra,Jeeto,7,Silver,Electric,33.6,0.0,0.0,Eco-Friendly,9.44118
V4220,Van,Force,Traveller,9,Grey,CNG,41.0,1.56,155.2,Fuel Efficient,64.33
V4221,Bike,Bajaj,Pulsar,2,Red,CNG,44.2,1.02,229.6,Fuel Efficient,78.55
V4222,Bike,Yamaha,R15,2,Blue,Petrol,14.0,1.55,89.5,High Performance,107.14
V4223,Bike,Honda,Jazz,2,Silver,CNG,10.9,0.55,180.4,Luxury Vehicle,60.41
V4224,Auto,Piaggio,Ape,3,Red,Diesel,24.2,0.3,224.7,Commercial Use,89.15
V4225,Car,Tata,Nexon,4,White,CNG,49.1,0.2,225.9,Fuel Efficient,71.28
V4226,Auto,TVS,Jupiter,3,Blue,Electric,28.3,0.0,0.0,Eco-Friendly,10.31966
V4227,Car,Tata,Altroz,4,White,Electric,12.6,0.0,0.0,Eco-Friendly,19.37534
V4228,Van,Toyota,Corolla,12,Yellow,Petrol,31.4,0.38,96.4,Commercial Use,109.13
V4229,Auto,Piaggio,Porter,3,Blue,Petrol,24.6,2.0,238.9,High Performance,103.22
V4230,Van,Mahindra,Jeeto,9,Red,CNG,32.4,1.58,149.0,High Performance,74.44
V4231,Auto,Piaggio,Ape,3,Grey,Petrol,21.6,0.51,148.2,Commercial Use,96.64
V4232,Bike,Royal Enfield,Meteor,2,Yellow,Diesel,41.0,1.26,229.2,Fuel Efficient,87.45
V4233,Car,Maruti Suzuki,Swift,7,Green,CNG,22.1,0.85,147.4,Budget Vehicle,74.03
V4234,Car,Toyota,Corolla,5,Black,Petrol,39.6,0.82,66.8,Fuel Efficient,97.78
V4235,Bike,Bajaj,Avenger,2,Silver,Petrol,15.7,1.19,110.6,Budget Vehicle,90.18
V4236,Van,Mahindra,Supro,9,Red,Electric,38.2,0.0,0.0,Eco-Friendly,11.38467
V4237,Auto,Mahindra,Supro,3,Silver,Electric,21.0,0.0,0.0,Eco-Friendly,10.71255
V4238,Van,Mahindra,Supro,9,Black,Diesel,19.8,0.63,175.6,Commercial Use,90.02
V4239,Bike,Bajaj,Pulsar,2,Silver,Diesel,11.8,0.53,154.1,Budget Vehicle,94.48
V4240,Car,Hyundai,Verna,5,Yellow,Diesel,31.2,2.0,125.8,High Performance,99.26
V4241,Van,Toyota,Innova,12,Silver,Petrol,10.6,1.04,133.5,Commercial Use,102.51
V4242,Van,Mahindra,Supro,9,Silver,Electric,16.0,0.0,0.0,Eco-Friendly,8.16389
V4243,Bike,Suzuki,Access,2,Black,CNG,12.8,0.68,100.4,Budget Vehicle,70.26
V4244,Bike,Royal Enfield,Classic 350,2,Green,CNG,20.0,1.26,60.7,Budget Vehicle,69.27
V4245,Van,Force,Traveller,12,Blue,Electric,21.4,0.0,0.0,Eco-Friendly,9.22177
V4246,Auto,Bajaj,Chetak,3,Green,CNG,24.9,1.59,86.7,High Performance,76.55
V4247,Auto,TVS,NTorq,3,Yellow,Diesel,18.4,1.01,128.2,Commercial Use,88.15
V4248,Van,Force,Traveller,12,Yellow,Electric,37.2,0.0,0.0,Eco-Friendly,11.03571
V4249,Car,Hyundai,i20,5,Red,Diesel,15.1,0.55,83.7,Budget Vehicle,99.39
V4250,Car,Toyota,Corolla,5,Blue,Diesel,39.0,0.81,237.5,Fuel Efficient,86.76
V4251,Car,Honda,Jazz,5,Green,CNG,14.1,1.93,63.8,High Performance,67.67
V4252,Van,Mahindra,Jeeto,7,Yellow,Electric,31.8,0.0,0.0,Eco-Friendly,9.59818
V4253,Bike,Yamaha,FZ,2,Green,Diesel,17.6,1.19,87.7,Budget Vehicle,92.16
V4254,Van,Tata,Altroz,7,Green,Electric,28.8,0.0,0.0,Eco-Friendly,9.22883
V4255,Bike,Suzuki,Access,2,Black,Diesel,46.3,0.9,246.3,Fuel Efficient,97.45
V4256,Auto,Piaggio,Ape,3,Blue,CNG,15.3,0.45,104.6,Commercial Use,69.38
V4257,Car,Ford,Figo,4,Blue,Diesel,22.4,1.37,222.2,Luxury Vehicle,93.06
V4258,Bike,TVS,Jupiter,2,Blue,Electric,45.2,0.0,0.0,Eco-Friendly,2.69622
V4259,Auto,Bajaj,Pulsar,3,Green,Petrol,24.6,1.66,112.8,High Performance,100.67
V4260,Auto,Bajaj,Chetak,3,Silver,CNG,21.9,0.6,76.2,Commercial Use,67.23999
V4261,Auto,Bajaj,Chetak,3,Silver,Diesel,19.7,1.09,159.5,Commercial Use,98.36
V4262,Car,Tata,Altroz,7,Yellow,Diesel,19.9,0.85,157.0,Budget Vehicle,87.13
V4263,Car,Honda,City,7,Silver,Diesel,14.0,0.37,50.9,Luxury Vehicle,95.05
V4264,Van,Force,Toofan,7,Yellow,CNG,33.0,0.6,73.7,Commercial Use,75.54
V4265,Van,Force,Traveller,12,Black,Electric,40.0,0.0,0.0,Eco-Friendly,10.38213
V4266,Car,Toyota,Innova,4,Blue,Petrol,31.7,0.68,185.6,Luxury Vehicle,102.89
V4267,Auto,Piaggio,Ape,3,White,Electric,19.6,0.0,0.0,Eco-Friendly,11.93333
V4268,Auto,Mahindra,Jeeto,3,Green,Petrol,28.2,0.64,68.8,Commercial Use,94.07
V4269,Van,Toyota,Corolla,12,Black,Electric,44.5,0.0,0.0,Eco-Friendly,11.87952
V4270,Van,Force,Traveller,12,Yellow,Diesel,38.7,1.72,206.6,Fuel Efficient,87.47
V4271,Auto,Mahindra,Supro,3,Red,Electric,20.4,0.0,0.0,Eco-Friendly,9.12221
V4272,Bike,Yamaha,FZ,2,Black,Petrol,22.6,1.4,146.1,Budget Vehicle,101.66
V4273,Auto,Piaggio,Porter,3,Silver,Petrol,27.4,1.14,68.9,Commercial Use,91.48
V4274,Bike,Royal Enfield,Meteor,2,Grey,Petrol,47.5,1.66,55.6,Fuel Efficient,96.96
V4275,Auto,Mahindra,Jeeto,3,Green,Petrol,25.3,0.91,167.5,Commercial Use,108.97
V4276,Bike,Suzuki,Burgman,2,Green,Petrol,29.9,1.36,187.4,Budget Vehicle,102.91
V4277,Auto,Piaggio,Ape,3,Black,Petrol,18.8,0.73,76.0,Commercial Use,100.66
V4278,Bike,TVS,NTorq,2,Black,CNG,14.1,0.51,185.2,Budget Vehicle,74.42
V4279,Van,Toyota,Fortuner,12,Black,CNG,12.7,1.93,176.8,High Performance,65.0
V4280,Bike,TVS,NTorq,2,Green,CNG,37.6,1.64,123.6,Fuel Efficient,73.11
V4281,Van,Force,Traveller,7,Blue,Diesel,21.4,0.31,85.2,Commercial Use,99.53
V4282,Van,Tata,Harrier,7,Silver,Petrol,36.8,0.34,118.9,Fuel Efficient,107.2
V4283,Van,Toyota,Innova,9,Blue,Electric,44.5,0.0,0.0,Eco-Friendly,10.75378
V4284,Car,Honda,City,7,Black,Diesel,15.0,0.33,85.3,Luxury Vehicle,98.77
V4285,Van,Tata,Altroz,7,Black,Petrol,49.8,2.0,114.4,Fuel Efficient,91.65
V4286,Van,Toyota,Corolla,12,Blue,Petrol,32.0,1.02,97.7,Commercial Use,96.35
V4287,Van,Toyota,Innova,7,Red,Diesel,40.9,0.29,235.1,Fuel Efficient,99.39
V4288,Car,Honda,City,5,Grey,Diesel,23.4,1.1,159.4,Luxury Vehicle,96.07
V4289,Van,Toyota,Corolla,7,White,CNG,46.4,1.16,53.9,Fuel Efficient,70.41
V4290,Van,Toyota,Corolla,7,Yellow,Petrol,14.5,1.71,80.8,High Performance,104.54
V4291,Bike,Royal Enfield,Himalayan,2,Yellow,Diesel,47.7,1.24,71.9,Fuel Efficient,98.62
V4292,Car,Tata,Harrier,4,White,Electric,15.4,0.0,0.0,Eco-Friendly,30.13868
V4293,Bike,Honda,City,2,Black,CNG,16.6,0.61,78.7,Luxury Vehicle,68.78
V4294,Van,Tata,Nexon,7,Silver,Diesel,12.4,1.76,245.8,High Performance,97.67
V4295,Van,Mahindra,Jeeto,12,Silver,Petrol,14.9,0.11,137.2,Commercial Use,93.73
V4296,Bike,Royal Enfield,Himalayan,2,Silver,CNG,43.7,0.62,124.7,Fuel Efficient,73.97
V4297,Van,Tata,Altroz,9,Black,Electric,39.2,0.0,0.0,Eco-Friendly,10.34936
V4298,Car,Tata,Altroz,7,Black,Diesel,39.3,1.92,53.0,Fuel Efficient,92.29
V4299,Auto,TVS,Apache,3,Grey,Petrol,15.3,0.39,183.1,Commercial Use,98.75
V4300,Car,Maruti Suzuki,Swift,5,Grey,CNG,49.4,1.69,78.7,Fuel Efficient,62.26
V4301,Bike,Bajaj,Avenger,2,Grey,Petrol,34.0,1.43,62.1,Budget Vehicle,97.5
V4302,Van,Force,Traveller,12,Yellow,Diesel,37.3,0.49,249.3,Fuel Efficient,94.19
V4303,Auto,Piaggio,Ape,3,Black,Petrol,19.9,0.18,238.8,Commercial Use,109.98
V4304,Auto,Bajaj,Chetak,3,Green,CNG,26.8,0.97,246.0,Commercial Use,79.61
V4305,Bike,Yamaha,R15,2,Green,Electric,38.1,0.0,0.0,Eco-Friendly,2.61384
V4306,Bike,Yamaha,FZ,2,Red,Electric,30.2,0.0,0.0,Eco-Friendly,1.49159
V4307,Auto,Mahindra,Bolero,3,Green,CNG,21.7,1.77,220.2,High Performance,62.55
V4308,Auto,Bajaj,Avenger,3,Green,CNG,23.2,0.99,249.9,Commercial Use,70.48999
V4309,Van,Mahindra,Bolero,7,Yellow,Diesel,20.3,1.04,245.1,Commercial Use,90.19
V4310,Van,Toyota,Fortuner,12,White,Petrol,25.9,1.46,243.3,Commercial Use,107.07
V4311,Bike,Suzuki,Burgman,2,Yellow,Diesel,26.6,1.53,224.4,High Performance,98.22
V4312,Bike,TVS,NTorq,2,Green,CNG,39.7,1.68,122.0,Fuel Efficient,66.79
V4313,Van,Force,Toofan,9,Silver,Petrol,29.9,1.57,86.1,High Performance,94.78
V4314,Bike,Yamaha,R15,2,White,Diesel,18.7,0.93,107.1,Budget Vehicle,98.81
V4315,Auto,Bajaj,Pulsar,3,Green,Diesel,29.1,1.26,126.0,Commercial Use,98.68
V4316,Van,Toyota,Fortuner,9,Silver,Diesel,23.2,0.45,110.6,Commercial Use,93.39
V4317,Van,Mahindra,Bolero,7,Grey,Petrol,45.0,1.12,168.2,Fuel Efficient,96.82
V4318,Bike,Yamaha,MT-15,2,Silver,Petrol,19.7,1.41,210.5,Budget Vehicle,102.21
V4319,Van,Tata,Harrier,7,Yellow,Electric,36.9,0.0,0.0,Eco-Friendly,8.10954
V4320,Car,Toyota,Corolla,4,Green,CNG,17.3,0.44,220.7,Luxury Vehicle,68.81
V4321,Car,Maruti Suzuki,Swift,5,Black,Diesel,42.2,1.91,198.0,Fuel Efficient,88.13
V4322,Auto,Mahindra,Jeeto,3,White,Petrol,29.0,1.07,105.9,Commercial Use,100.95
V4323,Bike,Suzuki,Gixxer,2,Green,CNG,49.0,0.35,139.3,Fuel Efficient,60.53
V4324,Bike,Royal Enfield,Classic 350,2,Yellow,Diesel,49.9,0.86,79.9,Fuel Efficient,98.76
V4325,Auto,TVS,NTorq,3,Red,CNG,23.2,0.63,219.7,Commercial Use,76.13
V4326,Car,Tata,Harrier,7,Black,Diesel,39.1,0.71,158.5,Fuel Efficient,90.74
V4327,Bike,Bajaj,Pulsar,2,Black,CNG,36.7,1.75,182.2,Fuel Efficient,63.3
V4328,Van,Mahindra,Bolero,7,White,Diesel,24.6,0.37,163.7,Commercial Use,99.02
V4329,Van,Tata,Harrier,9,White,Petrol,40.0,0.48,122.3,Fuel Efficient,99.39
V4330,Car,Hyundai,Verna,4,Red,Electric,13.1,0.0,0.0,Eco-Friendly,35.56064
V4331,Van,Mahindra,Jeeto,7,Yellow,CNG,30.9,0.44,69.7,Commercial Use,74.37
V4332,Auto,Piaggio,Porter,3,Green,Electric,24.7,0.0,0.0,Eco-Friendly,10.44761
V4333,Car,Tata,Harrier,7,White,Diesel,12.8,0.92,77.8,Budget Vehicle,89.74
V4334,Bike,Yamaha,FZ,2,White,Electric,11.1,0.0,0.0,Eco-Friendly,2.32582
V4335,Auto,Mahindra,Supro,3,Red,Electric,24.2,0.0,0.0,Eco-Friendly,11.5038
V4336,Van,Mahindra,Supro,9,White,Petrol,14.3,0.87,215.4,Commercial Use,104.47
V4337,Bike,Royal Enfield,Himalayan,2,Black,Electric,18.8,0.0,0.0,Eco-Friendly,2.64608
V4338,Bike,Honda,Jazz,2,Grey,Petrol,36.2,1.84,213.6,Fuel Efficient,96.1
V4339,Bike,Suzuki,Gixxer,2,Green,Electric,45.6,0.0,0.0,Eco-Friendly,1.03312
V4340,Car,Hyundai,Verna,4,Red,Electric,25.7,0.0,0.0,Eco-Friendly,26.35151
V4341,Car,Maruti Suzuki,Swift,4,Grey,CNG,44.6,0.81,249.7,Fuel Efficient,64.62
V4342,Auto,Mahindra,Jeeto,3,Black,Petrol,20.6,0.8,153.1,Commercial Use,100.48
V4343,Van,Toyota,Innova,7,Yellow,Diesel,46.9,1.79,167.2,Fuel Efficient,96.7
V4344,Car,Toyota,Innova,7,Grey,Electric,34.3,0.0,0.0,Eco-Friendly,34.15621
V4345,Car,Maruti Suzuki,Baleno,7,Green,CNG,40.3,1.46,173.9,Fuel Efficient,66.69
V4346,Car,Toyota,Innova,4,Yellow,CNG,30.9,0.8,73.8,Luxury Vehicle,67.18
V4347,Car,Toyota,Corolla,7,Green,CNG,37.5,0.24,56.8,Fuel Efficient,62.68
V4348,Van,Force,Toofan,9,Green,Diesel,14.0,1.23,166.9,Commercial Use,91.86
V4349,Car,Ford,Figo,4,Yellow,Petrol,47.3,0.52,98.7,Fuel Efficient,108.5
V4350,Car,Tata,Altroz,7,Red,Diesel,26.5,1.36,102.2,Budget Vehicle,90.43
V4351,Car,Tata,Nexon,5,Yellow,Electric,16.0,0.0,0.0,Eco-Friendly,14.68973
V4352,Bike,Honda,Amaze,2,Yellow,Electric,12.8,0.0,0.0,Eco-Friendly,2.07946
V4353,Bike,TVS,Apache,2,Red,Diesel,21.0,1.62,225.3,High Performance,92.48
V4354,Auto,Bajaj,Pulsar,3,Yellow,CNG,23.7,0.87,71.5,Commercial Use,60.14
V4355,Car,Hyundai,Verna,7,Blue,Diesel,38.2,0.58,89.7,Fuel Efficient,85.53
V4356,Auto,Bajaj,Pulsar,3,Blue,Diesel,26.2,0.12,126.6,Commercial Use,86.97
V4357,Car,Maruti Suzuki,Baleno,5,White,Diesel,29.9,1.24,96.5,Budget Vehicle,88.41
